crimeDate,CRIME_NUM,location_description,day,month,year
2019-11-04,1,"SCHOOL, PRIVATE, BUILDING",1,11,2019
2019-11-04,1,GOVERNMENT BUILDING/PROPERTY,1,11,2019
2019-11-04,1,AIRPORT EXTERIOR - SECURE AREA,1,11,2019
2019-11-05,103,RESIDENCE,2,11,2019
2019-11-05,16,RESIDENCE PORCH/HALLWAY,2,11,2019
2019-11-05,7,RESIDENCE-GARAGE,2,11,2019
2019-11-05,47,SIDEWALK,2,11,2019
2019-11-05,92,APARTMENT,2,11,2019
2019-11-05,12,RESIDENTIAL YARD (FRONT/BACK),2,11,2019
2019-11-05,14,ALLEY,2,11,2019
2019-11-05,15,"SCHOOL, PUBLIC, BUILDING",2,11,2019
2019-11-05,2,"SCHOOL, PRIVATE, GROUNDS",2,11,2019
2019-11-05,122,STREET,2,11,2019
2019-11-05,19,SMALL RETAIL STORE,2,11,2019
2019-11-05,2,DRUG STORE,2,11,2019
2019-11-05,9,DEPARTMENT STORE,2,11,2019
2019-11-05,5,COMMERCIAL / BUSINESS OFFICE,2,11,2019
2019-11-05,15,PARKING LOT/GARAGE(NON.RESID.),2,11,2019
2019-11-05,7,CONVENIENCE STORE,2,11,2019
2019-11-05,5,CTA TRAIN,2,11,2019
2019-11-05,4,,2,11,2019
2019-11-05,1,AUTO / BOAT / RV DEALERSHIP,2,11,2019
2019-11-05,1,HOSPITAL BUILDING/GROUNDS,2,11,2019
2019-11-05,5,BANK,2,11,2019
2019-11-05,3,GOVERNMENT BUILDING/PROPERTY,2,11,2019
2019-11-05,6,CTA BUS,2,11,2019
2019-11-05,2,DAY CARE CENTER,2,11,2019
2019-11-05,17,RESTAURANT,2,11,2019
2019-11-05,3,CHA APARTMENT,2,11,2019
2019-11-05,12,GROCERY FOOD STORE,2,11,2019
2019-11-05,2,CURRENCY EXCHANGE,2,11,2019
2019-11-05,9,GAS STATION,2,11,2019
2019-11-05,2,ATHLETIC CLUB,2,11,2019
2019-11-05,1,HOTEL/MOTEL,2,11,2019
2019-11-05,1,BAR OR TAVERN,2,11,2019
2019-11-05,27,OTHER,2,11,2019
2019-11-05,4,VACANT LOT/LAND,2,11,2019
2019-11-05,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,11,2019
2019-11-05,1,VEHICLE-COMMERCIAL,2,11,2019
2019-11-05,2,DRIVEWAY - RESIDENTIAL,2,11,2019
2019-11-05,4,PARK PROPERTY,2,11,2019
2019-11-05,8,VEHICLE NON-COMMERCIAL,2,11,2019
2019-11-05,3,CTA PLATFORM,2,11,2019
2019-11-05,1,AIRPORT/AIRCRAFT,2,11,2019
2019-11-05,3,BARBERSHOP,2,11,2019
2019-11-05,3,"SCHOOL, PUBLIC, GROUNDS",2,11,2019
2019-11-05,1,OTHER RAILROAD PROPERTY / TRAIN DEPOT,2,11,2019
2019-11-05,1,TAXICAB,2,11,2019
2019-11-05,1,NURSING HOME/RETIREMENT HOME,2,11,2019
2019-11-05,3,OTHER (SPECIFY),2,11,2019
2019-11-05,1,CTA BUS STOP,2,11,2019
2019-11-05,1,SCHOOL - PUBLIC BUILDING,2,11,2019
2019-11-05,1,CTA GARAGE / OTHER PROPERTY,2,11,2019
2019-11-05,1,RESIDENCE - YARD (FRONT / BACK),2,11,2019
2019-11-05,1,OTHER COMMERCIAL TRANSPORTATION,2,11,2019
2019-11-05,1,TAVERN/LIQUOR STORE,2,11,2019
2019-11-05,1,HOSPITAL BUILDING / GROUNDS,2,11,2019
2019-11-05,1,WAREHOUSE,2,11,2019
2019-11-05,1,COLLEGE/UNIVERSITY RESIDENCE HALL,2,11,2019
2019-11-05,1,PAWN SHOP,2,11,2019
2019-11-05,1,CHA PARKING LOT/GROUNDS,2,11,2019
2019-11-05,1,ATM (AUTOMATIC TELLER MACHINE),2,11,2019
2019-11-06,1,CHA PARKING LOT,3,11,2019
2019-11-06,118,STREET,3,11,2019
2019-11-06,123,RESIDENCE,3,11,2019
2019-11-06,11,DEPARTMENT STORE,3,11,2019
2019-11-06,16,PARKING LOT/GARAGE(NON.RESID.),3,11,2019
2019-11-06,39,SIDEWALK,3,11,2019
2019-11-06,5,GROCERY FOOD STORE,3,11,2019
2019-11-06,31,SMALL RETAIL STORE,3,11,2019
2019-11-06,1,CHA HALLWAY/STAIRWELL/ELEVATOR,3,11,2019
2019-11-06,20,"SCHOOL, PUBLIC, BUILDING",3,11,2019
2019-11-06,21,OTHER,3,11,2019
2019-11-06,103,APARTMENT,3,11,2019
2019-11-06,1,SCHOOL - PUBLIC BUILDING,3,11,2019
2019-11-06,1,RESIDENCE - PORCH / HALLWAY,3,11,2019
2019-11-06,10,RESIDENTIAL YARD (FRONT/BACK),3,11,2019
2019-11-06,4,BANK,3,11,2019
2019-11-06,10,COMMERCIAL / BUSINESS OFFICE,3,11,2019
2019-11-06,20,RESTAURANT,3,11,2019
2019-11-06,2,POLICE FACILITY/VEH PARKING LOT,3,11,2019
2019-11-06,6,CTA TRAIN,3,11,2019
2019-11-06,9,RESIDENCE PORCH/HALLWAY,3,11,2019
2019-11-06,9,VEHICLE NON-COMMERCIAL,3,11,2019
2019-11-06,5,"SCHOOL, PUBLIC, GROUNDS",3,11,2019
2019-11-06,7,RESIDENCE-GARAGE,3,11,2019
2019-11-06,3,PARK PROPERTY,3,11,2019
2019-11-06,2,CTA BUS STOP,3,11,2019
2019-11-06,4,CTA PLATFORM,3,11,2019
2019-11-06,5,HOSPITAL BUILDING/GROUNDS,3,11,2019
2019-11-06,6,ALLEY,3,11,2019
2019-11-06,15,GAS STATION,3,11,2019
2019-11-06,2,ABANDONED BUILDING,3,11,2019
2019-11-06,1,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,3,11,2019
2019-11-06,5,CTA BUS,3,11,2019
2019-11-06,4,CTA STATION,3,11,2019
2019-11-06,1,AIRCRAFT,3,11,2019
2019-11-06,1,CHA PARKING LOT/GROUNDS,3,11,2019
2019-11-06,1,GOVERNMENT BUILDING/PROPERTY,3,11,2019
2019-11-06,1,SPORTS ARENA/STADIUM,3,11,2019
2019-11-06,2,BAR OR TAVERN,3,11,2019
2019-11-06,3,CONVENIENCE STORE,3,11,2019
2019-11-06,6,CURRENCY EXCHANGE,3,11,2019
2019-11-06,2,NURSING HOME/RETIREMENT HOME,3,11,2019
2019-11-06,1,DRUG STORE,3,11,2019
2019-11-06,3,HOTEL/MOTEL,3,11,2019
2019-11-06,4,,3,11,2019
2019-11-06,1,APPLIANCE STORE,3,11,2019
2019-11-06,2,AUTO / BOAT / RV DEALERSHIP,3,11,2019
2019-11-06,1,POLICE FACILITY / VEHICLE PARKING LOT,3,11,2019
2019-11-06,1,CTA GARAGE / OTHER PROPERTY,3,11,2019
2019-11-06,1,"SCHOOL, PRIVATE, BUILDING",3,11,2019
2019-11-06,1,OTHER COMMERCIAL TRANSPORTATION,3,11,2019
2019-11-06,2,"SCHOOL, PRIVATE, GROUNDS",3,11,2019
2019-11-06,1,CHA APARTMENT,3,11,2019
2019-11-06,1,RESIDENCE - GARAGE,3,11,2019
2019-11-06,2,DRIVEWAY - RESIDENTIAL,3,11,2019
2019-11-06,1,OTHER (SPECIFY),3,11,2019
2019-11-06,1,OTHER RAILROAD PROP / TRAIN DEPOT,3,11,2019
2019-11-06,1,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,3,11,2019
2019-11-07,140,STREET,4,11,2019
2019-11-07,111,RESIDENCE,4,11,2019
2019-11-07,16,DEPARTMENT STORE,4,11,2019
2019-11-07,21,SMALL RETAIL STORE,4,11,2019
2019-11-07,1,CTA GARAGE / OTHER PROPERTY,4,11,2019
2019-11-07,10,GAS STATION,4,11,2019
2019-11-07,85,APARTMENT,4,11,2019
2019-11-07,4,"SCHOOL, PRIVATE, BUILDING",4,11,2019
2019-11-07,1,WAREHOUSE,4,11,2019
2019-11-07,44,SIDEWALK,4,11,2019
2019-11-07,18,RESIDENCE PORCH/HALLWAY,4,11,2019
2019-11-07,2,ATHLETIC CLUB,4,11,2019
2019-11-07,1,"SCHOOL, PRIVATE, GROUNDS",4,11,2019
2019-11-07,18,"SCHOOL, PUBLIC, BUILDING",4,11,2019
2019-11-07,28,OTHER,4,11,2019
2019-11-07,9,CTA TRAIN,4,11,2019
2019-11-07,2,OTHER COMMERCIAL TRANSPORTATION,4,11,2019
2019-11-07,4,HOSPITAL BUILDING/GROUNDS,4,11,2019
2019-11-07,7,RESIDENTIAL YARD (FRONT/BACK),4,11,2019
2019-11-07,4,CTA STATION,4,11,2019
2019-11-07,3,CTA PLATFORM,4,11,2019
2019-11-07,8,ALLEY,4,11,2019
2019-11-07,15,RESTAURANT,4,11,2019
2019-11-07,24,PARKING LOT/GARAGE(NON.RESID.),4,11,2019
2019-11-07,2,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,4,11,2019
2019-11-07,5,GROCERY FOOD STORE,4,11,2019
2019-11-07,2,CONVENIENCE STORE,4,11,2019
2019-11-07,3,BANK,4,11,2019
2019-11-07,2,"SCHOOL, PUBLIC, GROUNDS",4,11,2019
2019-11-07,12,VEHICLE NON-COMMERCIAL,4,11,2019
2019-11-07,5,COMMERCIAL / BUSINESS OFFICE,4,11,2019
2019-11-07,5,CTA BUS,4,11,2019
2019-11-07,4,CHA APARTMENT,4,11,2019
2019-11-07,1,DRUG STORE,4,11,2019
2019-11-07,2,TAVERN/LIQUOR STORE,4,11,2019
2019-11-07,1,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",4,11,2019
2019-11-07,3,HOTEL/MOTEL,4,11,2019
2019-11-07,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,4,11,2019
2019-11-07,6,BAR OR TAVERN,4,11,2019
2019-11-07,1,FACTORY/MANUFACTURING BUILDING,4,11,2019
2019-11-07,2,VACANT LOT/LAND,4,11,2019
2019-11-07,9,RESIDENCE-GARAGE,4,11,2019
2019-11-07,1,HOUSE,4,11,2019
2019-11-07,3,,4,11,2019
2019-11-07,1,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,4,11,2019
2019-11-07,1,ATM (AUTOMATIC TELLER MACHINE),4,11,2019
2019-11-07,2,MOVIE HOUSE/THEATER,4,11,2019
2019-11-07,2,PARK PROPERTY,4,11,2019
2019-11-07,2,MEDICAL/DENTAL OFFICE,4,11,2019
2019-11-07,2,DAY CARE CENTER,4,11,2019
2019-11-07,1,BOAT/WATERCRAFT,4,11,2019
2019-11-07,3,GOVERNMENT BUILDING/PROPERTY,4,11,2019
2019-11-07,1,CTA BUS STOP,4,11,2019
2019-11-07,1,POLICE FACILITY/VEH PARKING LOT,4,11,2019
2019-11-07,1,CHA HALLWAY/STAIRWELL/ELEVATOR,4,11,2019
2019-11-07,1,KENNEL,4,11,2019
2019-11-08,127,RESIDENCE,5,11,2019
2019-11-08,19,SMALL RETAIL STORE,5,11,2019
2019-11-08,53,SIDEWALK,5,11,2019
2019-11-08,30,OTHER,5,11,2019
2019-11-08,97,APARTMENT,5,11,2019
2019-11-08,6,RESIDENTIAL YARD (FRONT/BACK),5,11,2019
2019-11-08,1,BAR OR TAVERN,5,11,2019
2019-11-08,152,STREET,5,11,2019
2019-11-08,1,TAVERN/LIQUOR STORE,5,11,2019
2019-11-08,8,PARKING LOT/GARAGE(NON.RESID.),5,11,2019
2019-11-08,6,RESIDENCE-GARAGE,5,11,2019
2019-11-08,3,VACANT LOT/LAND,5,11,2019
2019-11-08,24,DEPARTMENT STORE,5,11,2019
2019-11-08,11,VEHICLE NON-COMMERCIAL,5,11,2019
2019-11-08,3,HOTEL/MOTEL,5,11,2019
2019-11-08,13,ALLEY,5,11,2019
2019-11-08,3,CTA BUS STOP,5,11,2019
2019-11-08,1,MOVIE HOUSE/THEATER,5,11,2019
2019-11-08,3,CTA TRAIN,5,11,2019
2019-11-08,18,RESTAURANT,5,11,2019
2019-11-08,1,ATHLETIC CLUB,5,11,2019
2019-11-08,12,RESIDENCE PORCH/HALLWAY,5,11,2019
2019-11-08,9,GAS STATION,5,11,2019
2019-11-08,6,CTA PLATFORM,5,11,2019
2019-11-08,1,CTA STATION,5,11,2019
2019-11-08,11,GROCERY FOOD STORE,5,11,2019
2019-11-08,1,STAIRWELL,5,11,2019
2019-11-08,1,CLEANING STORE,5,11,2019
2019-11-08,3,CTA BUS,5,11,2019
2019-11-08,2,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",5,11,2019
2019-11-08,3,OTHER (SPECIFY),5,11,2019
2019-11-08,2,HOSPITAL BUILDING/GROUNDS,5,11,2019
2019-11-08,1,BRIDGE,5,11,2019
2019-11-08,1,WAREHOUSE,5,11,2019
2019-11-08,5,BANK,5,11,2019
2019-11-08,2,TAXICAB,5,11,2019
2019-11-08,5,COMMERCIAL / BUSINESS OFFICE,5,11,2019
2019-11-08,3,NURSING HOME/RETIREMENT HOME,5,11,2019
2019-11-08,4,PARK PROPERTY,5,11,2019
2019-11-08,1,"SCHOOL, PRIVATE, BUILDING",5,11,2019
2019-11-08,1,"SCHOOL, PUBLIC, BUILDING",5,11,2019
2019-11-08,1,OTHER RAILROAD PROP / TRAIN DEPOT,5,11,2019
2019-11-08,3,DAY CARE CENTER,5,11,2019
2019-11-08,2,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,5,11,2019
2019-11-08,1,CHA PARKING LOT/GROUNDS,5,11,2019
2019-11-08,2,AUTO / BOAT / RV DEALERSHIP,5,11,2019
2019-11-08,1,COLLEGE/UNIVERSITY GROUNDS,5,11,2019
2019-11-08,1,CTA GARAGE / OTHER PROPERTY,5,11,2019
2019-11-08,2,DRUG STORE,5,11,2019
2019-11-08,1,CHA APARTMENT,5,11,2019
2019-11-08,1,ATM (AUTOMATIC TELLER MACHINE),5,11,2019
2019-11-08,1,CONSTRUCTION SITE,5,11,2019
2019-11-08,3,,5,11,2019
2019-11-08,3,CONVENIENCE STORE,5,11,2019
2019-11-08,1,"SCHOOL, PUBLIC, GROUNDS",5,11,2019
2019-11-08,2,BARBERSHOP,5,11,2019
2019-11-08,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,5,11,2019
2019-11-09,100,APARTMENT,6,11,2019
2019-11-09,9,RESIDENTIAL YARD (FRONT/BACK),6,11,2019
2019-11-09,134,RESIDENCE,6,11,2019
2019-11-09,2,TAXICAB,6,11,2019
2019-11-09,135,STREET,6,11,2019
2019-11-09,30,SMALL RETAIL STORE,6,11,2019
2019-11-09,22,VEHICLE NON-COMMERCIAL,6,11,2019
2019-11-09,30,OTHER,6,11,2019
2019-11-09,20,PARKING LOT/GARAGE(NON.RESID.),6,11,2019
2019-11-09,20,RESTAURANT,6,11,2019
2019-11-09,55,SIDEWALK,6,11,2019
2019-11-09,3,HOSPITAL BUILDING/GROUNDS,6,11,2019
2019-11-09,2,CTA BUS,6,11,2019
2019-11-09,14,ALLEY,6,11,2019
2019-11-09,14,RESIDENCE-GARAGE,6,11,2019
2019-11-09,3,,6,11,2019
2019-11-09,8,GAS STATION,6,11,2019
2019-11-09,3,HOTEL/MOTEL,6,11,2019
2019-11-09,3,CHA PARKING LOT/GROUNDS,6,11,2019
2019-11-09,5,CONVENIENCE STORE,6,11,2019
2019-11-09,1,RESIDENCE - PORCH / HALLWAY,6,11,2019
2019-11-09,12,RESIDENCE PORCH/HALLWAY,6,11,2019
2019-11-09,2,CTA TRAIN,6,11,2019
2019-11-09,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,6,11,2019
2019-11-09,10,BAR OR TAVERN,6,11,2019
2019-11-09,16,DEPARTMENT STORE,6,11,2019
2019-11-09,1,MEDICAL/DENTAL OFFICE,6,11,2019
2019-11-09,2,PARK PROPERTY,6,11,2019
2019-11-09,1,CONSTRUCTION SITE,6,11,2019
2019-11-09,1,OTHER (SPECIFY),6,11,2019
2019-11-09,1,RESIDENCE - GARAGE,6,11,2019
2019-11-09,2,CTA GARAGE / OTHER PROPERTY,6,11,2019
2019-11-09,11,GROCERY FOOD STORE,6,11,2019
2019-11-09,2,TAVERN/LIQUOR STORE,6,11,2019
2019-11-09,2,POLICE FACILITY/VEH PARKING LOT,6,11,2019
2019-11-09,1,AUTO / BOAT / RV DEALERSHIP,6,11,2019
2019-11-09,2,COMMERCIAL / BUSINESS OFFICE,6,11,2019
2019-11-09,3,WAREHOUSE,6,11,2019
2019-11-09,1,SCHOOL - PRIVATE BUILDING,6,11,2019
2019-11-09,3,DRUG STORE,6,11,2019
2019-11-09,1,PORCH,6,11,2019
2019-11-09,2,NURSING HOME/RETIREMENT HOME,6,11,2019
2019-11-09,2,ATM (AUTOMATIC TELLER MACHINE),6,11,2019
2019-11-09,2,ATHLETIC CLUB,6,11,2019
2019-11-09,1,ABANDONED BUILDING,6,11,2019
2019-11-09,4,CTA PLATFORM,6,11,2019
2019-11-09,2,DRIVEWAY - RESIDENTIAL,6,11,2019
2019-11-09,1,JAIL / LOCK-UP FACILITY,6,11,2019
2019-11-09,1,CHA APARTMENT,6,11,2019
2019-11-09,2,CTA STATION,6,11,2019
2019-11-09,1,AIRPORT PARKING LOT,6,11,2019
2019-11-09,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,6,11,2019
2019-11-09,1,VACANT LOT/LAND,6,11,2019
2019-11-09,1,SPORTS ARENA/STADIUM,6,11,2019
2019-11-09,1,CTA BUS STOP,6,11,2019
2019-11-10,1,JAIL / LOCK-UP FACILITY,7,11,2019
2019-11-10,2,CHA PARKING LOT/GROUNDS,7,11,2019
2019-11-10,2,DRIVEWAY - RESIDENTIAL,7,11,2019
2019-11-10,152,STREET,7,11,2019
2019-11-10,117,RESIDENCE,7,11,2019
2019-11-10,1,CURRENCY EXCHANGE,7,11,2019
2019-11-10,96,APARTMENT,7,11,2019
2019-11-10,9,BAR OR TAVERN,7,11,2019
2019-11-10,4,CTA PLATFORM,7,11,2019
2019-11-10,41,SIDEWALK,7,11,2019
2019-11-10,18,SMALL RETAIL STORE,7,11,2019
2019-11-10,2,HOTEL/MOTEL,7,11,2019
2019-11-10,28,PARKING LOT/GARAGE(NON.RESID.),7,11,2019
2019-11-10,4,RESIDENCE-GARAGE,7,11,2019
2019-11-10,16,VEHICLE NON-COMMERCIAL,7,11,2019
2019-11-10,16,RESTAURANT,7,11,2019
2019-11-10,14,ALLEY,7,11,2019
2019-11-10,9,GAS STATION,7,11,2019
2019-11-10,3,CTA BUS,7,11,2019
2019-11-10,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,7,11,2019
2019-11-10,25,OTHER,7,11,2019
2019-11-10,5,CTA STATION,7,11,2019
2019-11-10,17,RESIDENTIAL YARD (FRONT/BACK),7,11,2019
2019-11-10,2,ABANDONED BUILDING,7,11,2019
2019-11-10,4,COMMERCIAL / BUSINESS OFFICE,7,11,2019
2019-11-10,1,CONVENIENCE STORE,7,11,2019
2019-11-10,1,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,7,11,2019
2019-11-10,1,PARKING LOT / GARAGE (NON RESIDENTIAL),7,11,2019
2019-11-10,1,CHA APARTMENT,7,11,2019
2019-11-10,11,RESIDENCE PORCH/HALLWAY,7,11,2019
2019-11-10,1,BANK,7,11,2019
2019-11-10,2,,7,11,2019
2019-11-10,7,HOSPITAL BUILDING/GROUNDS,7,11,2019
2019-11-10,1,OTHER (SPECIFY),7,11,2019
2019-11-10,5,GROCERY FOOD STORE,7,11,2019
2019-11-10,8,DEPARTMENT STORE,7,11,2019
2019-11-10,1,VEHICLE-COMMERCIAL - ENTERTAINMENT/PARTY BUS,7,11,2019
2019-11-10,2,PARK PROPERTY,7,11,2019
2019-11-10,5,CTA TRAIN,7,11,2019
2019-11-10,1,BARBERSHOP,7,11,2019
2019-11-10,1,NURSING HOME/RETIREMENT HOME,7,11,2019
2019-11-10,1,DRUG STORE,7,11,2019
2019-11-10,2,AUTO / BOAT / RV DEALERSHIP,7,11,2019
2019-11-10,2,TAXICAB,7,11,2019
2019-11-10,1,AIRCRAFT,7,11,2019
2019-11-10,1,SPORTS ARENA/STADIUM,7,11,2019
2019-11-10,1,TAVERN/LIQUOR STORE,7,11,2019
2019-11-10,1,VACANT LOT / LAND,7,11,2019
2019-11-10,1,ATM (AUTOMATIC TELLER MACHINE),7,11,2019
2019-11-10,1,OTHER RAILROAD PROP / TRAIN DEPOT,7,11,2019
2019-11-10,2,ATHLETIC CLUB,7,11,2019
2019-11-10,1,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",7,11,2019
2019-11-11,97,STREET,1,11,2019
2019-11-11,21,OTHER,1,11,2019
2019-11-11,5,RESIDENCE-GARAGE,1,11,2019
2019-11-11,71,APARTMENT,1,11,2019
2019-11-11,1,CTA PLATFORM,1,11,2019
2019-11-11,6,COMMERCIAL / BUSINESS OFFICE,1,11,2019
2019-11-11,87,RESIDENCE,1,11,2019
2019-11-11,33,SIDEWALK,1,11,2019
2019-11-11,15,DEPARTMENT STORE,1,11,2019
2019-11-11,2,MEDICAL/DENTAL OFFICE,1,11,2019
2019-11-11,2,BAR OR TAVERN,1,11,2019
2019-11-11,3,DRUG STORE,1,11,2019
2019-11-11,1,CLEANING STORE,1,11,2019
2019-11-11,6,CONVENIENCE STORE,1,11,2019
2019-11-11,12,GROCERY FOOD STORE,1,11,2019
2019-11-11,2,CHA APARTMENT,1,11,2019
2019-11-11,8,VEHICLE NON-COMMERCIAL,1,11,2019
2019-11-11,19,RESTAURANT,1,11,2019
2019-11-11,4,CTA TRAIN,1,11,2019
2019-11-11,15,SMALL RETAIL STORE,1,11,2019
2019-11-11,1,DRIVEWAY - RESIDENTIAL,1,11,2019
2019-11-11,11,PARKING LOT/GARAGE(NON.RESID.),1,11,2019
2019-11-11,1,RESIDENCE - PORCH / HALLWAY,1,11,2019
2019-11-11,3,GOVERNMENT BUILDING / PROPERTY,1,11,2019
2019-11-11,6,RESIDENTIAL YARD (FRONT/BACK),1,11,2019
2019-11-11,3,HOSPITAL BUILDING/GROUNDS,1,11,2019
2019-11-11,4,OTHER (SPECIFY),1,11,2019
2019-11-11,8,GAS STATION,1,11,2019
2019-11-11,3,CTA BUS,1,11,2019
2019-11-11,2,AUTO / BOAT / RV DEALERSHIP,1,11,2019
2019-11-11,2,VACANT LOT/LAND,1,11,2019
2019-11-11,8,ALLEY,1,11,2019
2019-11-11,9,RESIDENCE PORCH/HALLWAY,1,11,2019
2019-11-11,5,CTA STATION,1,11,2019
2019-11-11,1,FACTORY/MANUFACTURING BUILDING,1,11,2019
2019-11-11,1,BOWLING ALLEY,1,11,2019
2019-11-11,2,POLICE FACILITY/VEH PARKING LOT,1,11,2019
2019-11-11,1,OTHER RAILROAD PROP / TRAIN DEPOT,1,11,2019
2019-11-11,3,HOTEL/MOTEL,1,11,2019
2019-11-11,1,TAXICAB,1,11,2019
2019-11-11,2,WAREHOUSE,1,11,2019
2019-11-11,1,LIBRARY,1,11,2019
2019-11-11,1,CTA GARAGE / OTHER PROPERTY,1,11,2019
2019-11-11,1,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,1,11,2019
2019-11-11,1,"SCHOOL, PUBLIC, BUILDING",1,11,2019
2019-11-11,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,11,2019
2019-11-11,1,TAVERN/LIQUOR STORE,1,11,2019
2019-11-11,1,GOVERNMENT BUILDING/PROPERTY,1,11,2019
2019-11-12,90,STREET,2,11,2019
2019-11-12,56,APARTMENT,2,11,2019
2019-11-12,7,CONVENIENCE STORE,2,11,2019
2019-11-12,2,CTA PLATFORM,2,11,2019
2019-11-12,1,BANK,2,11,2019
2019-11-12,3,CTA STATION,2,11,2019
2019-11-12,13,DEPARTMENT STORE,2,11,2019
2019-11-12,21,PARKING LOT/GARAGE(NON.RESID.),2,11,2019
2019-11-12,21,SMALL RETAIL STORE,2,11,2019
2019-11-12,34,SIDEWALK,2,11,2019
2019-11-12,28,RESTAURANT,2,11,2019
2019-11-12,5,GAS STATION,2,11,2019
2019-11-12,111,RESIDENCE,2,11,2019
2019-11-12,10,RESIDENCE PORCH/HALLWAY,2,11,2019
2019-11-12,35,OTHER,2,11,2019
2019-11-12,6,VEHICLE NON-COMMERCIAL,2,11,2019
2019-11-12,9,HOSPITAL BUILDING/GROUNDS,2,11,2019
2019-11-12,1,MOVIE HOUSE/THEATER,2,11,2019
2019-11-12,6,CTA BUS,2,11,2019
2019-11-12,8,COMMERCIAL / BUSINESS OFFICE,2,11,2019
2019-11-12,6,RESIDENTIAL YARD (FRONT/BACK),2,11,2019
2019-11-12,1,POLICE FACILITY/VEH PARKING LOT,2,11,2019
2019-11-12,11,"SCHOOL, PUBLIC, BUILDING",2,11,2019
2019-11-12,2,AIRPORT/AIRCRAFT,2,11,2019
2019-11-12,4,CTA TRAIN,2,11,2019
2019-11-12,3,DRUG STORE,2,11,2019
2019-11-12,10,GROCERY FOOD STORE,2,11,2019
2019-11-12,3,,2,11,2019
2019-11-12,4,WAREHOUSE,2,11,2019
2019-11-12,2,AUTO / BOAT / RV DEALERSHIP,2,11,2019
2019-11-12,2,"SCHOOL, PUBLIC, GROUNDS",2,11,2019
2019-11-12,1,COLLEGE/UNIVERSITY GROUNDS,2,11,2019
2019-11-12,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,11,2019
2019-11-12,1,BAR OR TAVERN,2,11,2019
2019-11-12,1,TAVERN/LIQUOR STORE,2,11,2019
2019-11-12,6,ALLEY,2,11,2019
2019-11-12,1,HOTEL/MOTEL,2,11,2019
2019-11-12,1,CTA GARAGE / OTHER PROPERTY,2,11,2019
2019-11-12,1,HOTEL / MOTEL,2,11,2019
2019-11-12,1,"SCHOOL, PRIVATE, GROUNDS",2,11,2019
2019-11-12,1,ATHLETIC CLUB,2,11,2019
2019-11-12,2,OTHER RAILROAD PROP / TRAIN DEPOT,2,11,2019
2019-11-12,2,CHA APARTMENT,2,11,2019
2019-11-12,1,RESIDENCE-GARAGE,2,11,2019
2019-11-12,1,MEDICAL/DENTAL OFFICE,2,11,2019
2019-11-12,1,DAY CARE CENTER,2,11,2019
2019-11-12,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,2,11,2019
2019-11-12,1,ATM (AUTOMATIC TELLER MACHINE),2,11,2019
2019-11-12,1,OTHER (SPECIFY),2,11,2019
2019-11-12,1,NURSING HOME/RETIREMENT HOME,2,11,2019
2019-11-12,1,VACANT LOT/LAND,2,11,2019
2019-11-12,1,CONSTRUCTION SITE,2,11,2019
2019-11-12,1,PARK PROPERTY,2,11,2019
2019-11-12,1,DRIVEWAY - RESIDENTIAL,2,11,2019
2019-11-12,1,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,2,11,2019
2019-11-12,1,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,2,11,2019
2019-11-13,20,RESTAURANT,3,11,2019
2019-11-13,8,DRUG STORE,3,11,2019
2019-11-13,7,ALLEY,3,11,2019
2019-11-13,90,APARTMENT,3,11,2019
2019-11-13,19,RESIDENCE PORCH/HALLWAY,3,11,2019
2019-11-13,104,RESIDENCE,3,11,2019
2019-11-13,116,STREET,3,11,2019
2019-11-13,5,COMMERCIAL / BUSINESS OFFICE,3,11,2019
2019-11-13,18,SMALL RETAIL STORE,3,11,2019
2019-11-13,1,COIN OPERATED MACHINE,3,11,2019
2019-11-13,4,CHA APARTMENT,3,11,2019
2019-11-13,7,"SCHOOL, PUBLIC, BUILDING",3,11,2019
2019-11-13,7,CONVENIENCE STORE,3,11,2019
2019-11-13,31,SIDEWALK,3,11,2019
2019-11-13,2,POLICE FACILITY/VEH PARKING LOT,3,11,2019
2019-11-13,14,DEPARTMENT STORE,3,11,2019
