"","temp","month","CRIME_NUM"
"810",40.9,3,0.347560975609756
"811",49.8,3,0.640243902439024
"812",56.5,3,0.457317073170732
"813",56.8,3,0.457317073170732
"814",55.2,3,0.341463414634146
"815",47,3,0.402439024390244
"816",39.3,3,0.426829268292683
"817",47.2,3,0.475609756097561
"818",47.6,3,0.518292682926829
"819",43.6,3,0.469512195121951
"820",56.8,3,0.402439024390244
"821",42.1,3,0.329268292682927
"822",33.4,4,0.371951219512195
"823",36,4,0.518292682926829
"824",51.3,4,0.603658536585366
"825",59.8,4,0.573170731707317
"826",67,4,0.463414634146341
"827",69.7,4,0.615853658536585
"828",70.2,4,0.579268292682927
"829",63.5,4,0.396341463414634
"830",54.1,4,0.414634146341463
"831",52.8,4,0.49390243902439
"832",50.1,4,0.475609756097561
"833",54.5,4,0.402439024390244
"834",49.4,4,0.353658536585366
"835",44.3,4,0.304878048780488
"836",44.7,4,0.457317073170732
"837",46.9,4,0.408536585365854
"838",44.1,4,0.567073170731707
"839",49.2,4,0.359756097560976
"840",50.9,4,0.341463414634146
"841",40.2,4,0.317073170731707
"842",39.1,4,0.298780487804878
"843",41.7,4,0.49390243902439
"844",52.8,4,0.451219512195122
"845",55.4,4,0.475609756097561
"846",46.2,4,0.469512195121951
"847",52.8,4,0.469512195121951
"848",73.3,4,0.725609756097561
"849",52.3,4,0.378048780487805
"850",53.5,4,0.268292682926829
"851",53.1,4,0.579268292682927
"852",55.9,5,0.853658536585366
"853",74.4,5,0.829268292682927
"854",65.4,5,0.420731707317073
"855",56.9,5,0.274390243902439
"856",51.2,5,0.50609756097561
"857",49.2,5,0.341463414634146
"858",50.2,5,0.365853658536585
"859",45,5,0.463414634146341
"860",46.1,5,0.481707317073171
"861",46.2,5,0.445121951219512
"862",46.3,5,0.365853658536585
"863",49.8,5,0.298780487804878
"864",55.4,5,0.451219512195122
"865",60.3,5,0.73780487804878
"866",58.6,5,0.731707317073171
"867",61.7,5,0.530487804878049
"868",63.5,5,0.640243902439024
"869",65.2,5,0.536585365853659
"870",68.7,5,0.530487804878049
"871",74.1,5,0.573170731707317
"872",77.3,5,0.628048780487805
"873",77.6,5,0.701219512195122
"874",75.3,5,0.75
"875",68.5,5,0.658536585365854
"876",79,5,0.664634146341463
"877",72.8,5,0.713414634146341
"878",57.3,5,0.445121951219512
"879",48.2,5,0.353658536585366
"880",51.4,5,0.621951219512195
"881",55.7,5,0.646341463414634
"882",62.7,5,0.603658536585366
"883",63.2,6,0.609756097560976
"884",67.3,6,0.615853658536585
"885",70.7,6,0.695121951219512
"886",79.8,6,0.609756097560976
"887",80.6,6,0.652439024390244
"888",81.5,6,0.823170731707317
"889",77.5,6,0.652439024390244
"890",77.5,6,0.621951219512195
"891",79.9,6,0.676829268292683
"892",77.3,6,0.658536585365854
"893",81.2,6,0.579268292682927
"894",79.9,6,0.573170731707317
"895",77.9,6,0.835365853658537
"896",75.3,6,0.646341463414634
"897",70.5,6,0.609756097560976
"898",67.1,6,0.554878048780488
"899",71.5,6,0.628048780487805
"900",80.9,6,0.719512195121951
"901",79.5,6,0.932926829268293
"902",72.3,6,0.75609756097561
"903",69.8,6,0.50609756097561
"904",62.9,6,0.786585365853659
"905",68.9,6,0.530487804878049
"906",71.9,6,0.603658536585366
"907",72,6,0.524390243902439
"908",75,6,0.469512195121951
"909",76.5,6,0.804878048780488
"910",71.9,6,0.682926829268293
"911",76.2,6,0.560975609756098
"912",76.8,6,0.524390243902439
"913",71.3,7,0.621951219512195
"914",64.8,7,0.75
"915",70.4,7,0.835365853658537
"916",79.1,7,0.847560975609756
"917",81.6,7,0.817073170731707
"918",83.4,7,0.530487804878049
"919",80.5,7,0.524390243902439
"920",66.7,7,0.536585365853659
"921",66.4,7,0.615853658536585
"922",69.3,7,0.695121951219512
"923",67.8,7,0.50609756097561
"924",69.7,7,0.49390243902439
"925",71.1,7,0.719512195121951
"926",76.3,7,0.469512195121951
"927",75.4,7,0.426829268292683
"928",68.9,7,0.682926829268293
"929",70.6,7,0.75
"930",72.7,7,0.591463414634146
"931",73.4,7,0.518292682926829
"932",76.2,7,0.481707317073171
"933",69.6,7,0.560975609756098
"934",72.2,7,0.518292682926829
"935",80.5,7,0.640243902439024
"936",82,7,0.615853658536585
"937",81.5,7,0.75
"938",81.6,7,0.560975609756098
"939",80.2,7,0.603658536585366
"940",81,7,0.5
"941",81.7,7,0.75609756097561
